Date,srad,tmmx,tmmn,vpar,tdew,rmax,rmin,vs,pr,ET,MorP
1979-09-04,21.548,25.95,7.65,,,95.4,20.2,4.1,0.0,,
1979-09-05,21.211,28.45,7.45,,,90.0,24.7,1.5,0.0,,
1979-09-06,21.159,31.75,12.45,,,67.9,21.5,1.8,0.0,,
1979-09-07,20.969,33.65,12.85,,,72.4,19.3,2.3,0.0,,
1979-09-08,20.892,32.75,14.35,,,47.1,15.2,4.2,0.0,,
1979-09-09,20.926,27.15,9.25,,,65.6,15.2,4.7,0.0,,
1979-09-10,21.116,21.85,2.05,,,99.5,21.1,3.3,0.0,,
1979-09-11,20.952,22.55,1.05,,,85.6,19.6,3.7,0.0,,
1979-09-12,20.529,22.35,2.75,,,71.8,15.4,1.6,0.0,,
1979-09-13,20.364,25.45,4.15,,,73.4,18.5,2.1,0.0,,
1979-09-14,20.434,25.15,3.45,,,82.0,16.5,2.9,0.0,,
1979-09-15,20.287,29.25,5.15,,,71.1,14.4,2.1,0.0,,
1979-09-16,20.071,30.45,10.55,,,49.7,11.6,2.7,0.0,,
1979-09-17,19.699,29.35,7.95,,,70.0,10.9,2.5,0.0,,
1979-09-18,19.492,30.55,9.45,,,66.4,16.4,1.2,0.0,,
1979-09-19,17.582,29.45,9.25,,,55.1,12.7,2.1,0.0,,
1979-09-20,19.06,27.75,8.95,,,72.3,13.9,2.8,0.0,,
1979-09-21,18.965,29.45,6.45,,,63.8,15.5,3.5,0.0,,
1979-09-22,18.896,28.05,8.65,,,56.2,12.8,3.7,0.0,,
1979-09-23,18.196,28.15,8.05,,,60.2,12.6,1.2,0.0,,
1979-09-24,18.377,28.25,9.35,,,50.3,15.4,1.2,0.0,,
1979-09-25,15.379,27.05,8.65,,,69.4,15.7,3.9,2.0,,
1979-09-26,17.721,22.15,7.05,,,100.0,25.8,4.4,0.0,,
1979-09-27,17.652,23.25,3.25,,,100.0,35.3,1.8,0.0,,
1979-09-28,17.695,26.65,6.35,,,74.8,18.6,2.9,0.0,,
1979-09-29,17.289,26.65,7.65,,,76.7,17.5,2.7,0.0,,
1979-09-30,17.15,27.15,7.25,,,90.5,19.8,3.8,0.0,,
1979-10-01,16.891,27.25,7.25,,,55.6,16.6,2.3,0.0,,
1979-10-02,16.718,27.35,7.55,,,65.6,17.1,4.6,0.0,,
1979-10-03,16.908,22.15,6.25,,,56.7,15.2,2.6,0.0,,
1979-10-04,16.451,24.85,4.85,,,46.6,13.2,2.4,0.0,,
1979-10-05,16.433,26.75,4.55,,,49.1,13.4,4.1,0.0,,
1979-10-06,12.545,25.55,5.85,,,58.4,13.0,2.5,0.0,,
1979-10-07,14.982,29.25,10.65,,,48.3,15.5,1.8,0.0,,
1979-10-08,15.63,26.95,10.25,,,54.7,13.4,1.5,0.0,,
1979-10-09,15.638,22.15,5.35,,,66.1,15.8,2.9,0.0,,
1979-10-10,15.5,23.75,3.55,,,78.0,22.0,2.9,0.0,,
1979-10-11,15.241,24.35,3.25,,,72.5,15.5,3.9,0.0,,
1979-10-12,13.936,24.15,5.35,,,51.7,15.3,2.3,0.0,,
1979-10-13,14.126,25.65,7.05,,,55.1,17.2,1.9,0.0,,
1979-10-14,13.211,22.65,8.65,,,50.9,15.6,4.1,0.0,,
1979-10-15,9.193,15.35,1.45,,,100.0,23.3,3.9,3.1,,
1979-10-16,14.291,17.15,0.15,,,100.0,36.0,1.1,0.0,,
1979-10-17,12.39,17.75,3.35,,,97.9,31.9,1.8,0.6,,
1979-10-18,9.634,14.95,0.65,,,100.0,34.3,2.3,5.6,,
1979-10-19,9.081,13.25,0.95,,,100.0,45.1,4.5,11.3,,
1979-10-20,9.262,10.15,0.35,,,100.0,41.0,3.5,1.6,,
1979-10-21,10.152,9.95,-2.45,,,100.0,35.8,2.4,0.0,,
1979-10-22,7.923,12.85,-3.25,,,100.0,47.1,3.0,0.0,,
1979-10-23,7.309,14.95,1.95,,,100.0,44.9,2.0,0.0,,
1979-10-24,11.405,19.95,2.15,,,100.0,32.2,2.8,0.0,,
1979-10-25,7.448,19.25,4.85,,,76.0,25.1,2.8,0.6,,
1979-10-26,10.178,12.55,0.85,,,100.0,37.0,4.4,0.0,,
1979-10-27,12.502,14.05,-2.45,,,100.0,36.1,1.5,0.7,,
1979-10-28,10.057,11.35,-1.35,,,100.0,33.4,5.5,0.4,,
1979-10-29,12.26,7.85,-6.05,,,100.0,34.2,5.9,0.0,,
1979-10-30,11.31,6.85,-7.25,,,100.0,35.2,2.1,0.0,,
1979-10-31,7.093,8.35,-3.05,,,100.0,38.3,2.4,0.5,,
1979-11-01,6.454,9.15,-0.85,,,100.0,39.4,2.9,0.0,,
1979-11-02,10.385,8.45,-5.15,,,100.0,40.1,3.0,0.3,,
1979-11-03,7.577,12.65,-0.55,,,96.2,43.7,2.9,1.2,,
1979-11-04,6.929,11.65,2.15,,,100.0,38.9,2.7,1.4,,
1979-11-05,9.513,12.45,0.65,,,100.0,44.7,2.4,0.0,,
1979-11-06,9.729,13.65,-0.55,,,96.7,39.0,4.3,0.0,,
1979-11-07,9.556,12.85,-0.25,,,88.3,34.5,2.5,0.0,,
1979-11-08,9.901,10.65,-2.35,,,100.0,35.9,3.0,0.0,,
1979-11-09,10.135,9.65,-3.65,,,99.5,31.2,4.6,0.0,,
1979-11-10,9.815,9.25,-5.65,,,100.0,32.3,4.2,0.0,,
1979-11-11,9.703,8.15,-5.75,,,100.0,32.1,3.3,0.0,,
1979-11-12,9.737,9.55,-3.75,,,70.2,31.3,1.2,0.0,,
1979-11-13,8.467,10.15,-4.25,,,71.9,30.3,1.6,0.0,,
1979-11-14,9.634,10.35,-5.45,,,83.7,30.8,3.7,0.0,,
1979-11-15,9.504,11.85,-4.85,,,83.3,27.1,3.7,0.0,,
1979-11-16,7.137,12.35,-3.65,,,69.3,27.4,3.5,0.0,,
1979-11-17,7.076,16.45,3.95,,,53.0,20.9,3.5,0.4,,
1979-11-18,5.901,9.05,-0.95,,,100.0,22.5,5.3,0.5,,
1979-11-19,7.404,5.05,-6.15,,,100.0,30.7,4.5,0.0,,
1979-11-20,9.012,3.95,-10.25,,,97.2,28.2,3.5,0.0,,
1979-11-21,8.916,3.75,-9.55,,,82.6,29.8,1.4,0.0,,
1979-11-22,8.839,5.15,-10.65,,,90.9,31.6,2.8,2.9,,
1979-11-23,5.607,1.05,-7.85,,,100.0,29.4,4.6,5.2,,
1979-11-24,3.43,0.65,-9.05,,,100.0,74.8,3.5,2.1,,
1979-11-25,7.577,0.75,-6.35,,,100.0,82.2,4.0,5.8,,
1979-11-26,4.562,0.15,-9.25,,,100.0,80.6,4.6,0.7,,
1979-11-27,8.735,-3.35,-15.75,,,100.0,70.2,2.6,0.0,,
1979-11-28,8.77,-7.05,-19.65,,,100.0,65.5,3.8,0.0,,
1979-11-29,8.502,-8.35,-21.15,,,100.0,61.7,3.1,0.0,,
1979-11-30,8.303,-5.75,-19.35,,,100.0,61.6,1.3,0.0,,
1979-12-01,7.664,-3.05,-14.65,,,100.0,66.3,2.9,0.0,,
1979-12-02,5.659,4.15,-8.15,,,100.0,72.0,2.4,4.2,,
1979-12-03,7.318,5.65,-0.35,,,100.0,63.2,2.1,0.4,,
1979-12-04,6.031,6.65,-1.05,,,94.2,40.1,3.5,0.0,,
1979-12-05,7.301,6.05,-3.35,,,100.0,60.2,5.8,0.0,,
1979-12-06,6.972,5.95,-4.05,,,100.0,66.6,4.3,0.0,,
1979-12-07,3.516,5.85,-1.85,,,100.0,67.3,2.2,0.0,,
1979-12-08,6.886,9.45,-0.95,,,100.0,61.5,1.6,0.0,,
1979-12-09,7.033,9.75,-2.05,,,100.0,56.2,2.2,0.0,,
1979-12-10,4.83,7.75,-5.65,,,100.0,35.8,6.9,0.0,,
1979-12-11,7.24,0.35,-9.95,,,100.0,31.0,3.3,0.0,,
1979-12-12,4.812,2.55,-8.85,,,71.6,37.6,2.3,0.0,,
1979-12-13,7.102,4.15,-8.45,,,91.3,45.1,2.5,0.0,,
1979-12-14,7.085,7.05,-5.15,,,86.8,37.5,1.5,0.0,,
