Date,srad,tmmx,tmmn,vpar,tdew,rmax,rmin,vs,pr,ET,MorP
1981-10-01,12.476,18.95,9.25,,,78.7,28.7,4.7,0.7,,
1981-10-02,17.807,25.05,7.65,,,99.3,41.0,7.0,1.6,,
1981-10-03,18.153,24.45,11.85,,,100.0,26.6,7.1,1.4,,
1981-10-04,18.187,26.15,8.65,,,71.8,26.0,5.2,0.0,,
1981-10-05,16.243,23.15,10.45,,,64.9,25.2,4.2,0.0,,
1981-10-06,15.094,17.75,8.25,,,99.0,34.3,4.0,0.5,,
1981-10-07,12.83,15.75,5.65,,,100.0,54.3,5.4,0.0,,
1981-10-08,17.297,21.95,2.35,,,100.0,52.9,7.3,0.0,,
1981-10-09,17.271,23.65,9.25,,,100.0,27.5,3.4,0.0,,
1981-10-10,17.124,23.75,6.25,,,100.0,30.7,4.6,0.0,,
1981-10-11,15.932,24.85,9.25,,,100.0,37.9,7.4,0.0,,
1981-10-12,16.796,26.25,9.95,,,100.0,26.3,6.0,0.0,,
1981-10-13,16.321,26.15,10.55,,,100.0,27.7,4.5,0.0,,
1981-10-14,16.416,25.05,10.35,,,87.6,23.8,4.0,0.0,,
1981-10-15,8.312,14.85,5.35,,,100.0,26.1,4.6,14.0,,
1981-10-16,15.924,20.45,3.95,,,100.0,61.0,3.6,0.4,,
1981-10-17,16.356,16.85,6.35,,,100.0,22.2,4.9,0.0,,
1981-10-18,16.226,15.85,4.15,,,74.7,26.1,1.8,0.0,,
1981-10-19,16.226,20.85,2.15,,,87.9,27.8,5.2,0.0,,
1981-10-20,16.2,22.45,4.25,,,84.1,17.5,3.2,0.0,,
1981-10-21,14.982,11.35,2.45,,,65.3,17.3,5.3,0.0,,
1981-10-22,13.452,9.65,0.45,,,86.2,44.6,2.2,0.0,,
1981-10-23,12.925,10.05,-1.05,,,90.2,45.5,5.7,0.0,,
1981-10-24,14.947,17.35,-2.25,,,100.0,32.8,5.1,0.0,,
1981-10-25,11.353,10.15,1.65,,,98.8,31.9,6.0,0.5,,
1981-10-26,15.172,17.75,-2.65,,,86.3,29.5,4.2,0.0,,
1981-10-27,14.956,23.75,3.85,,,61.9,20.3,3.6,0.0,,
1981-10-28,14.273,25.45,6.65,,,60.0,16.7,4.2,0.0,,
1981-10-29,13.738,24.95,10.65,,,56.2,18.4,7.1,0.0,,
1981-10-30,14.671,19.15,6.85,,,96.0,14.1,4.2,0.0,,
1981-10-31,7.474,13.05,2.35,,,86.2,15.8,6.2,0.0,,
1981-11-01,8.873,13.25,0.95,,,77.7,29.1,6.5,3.1,,
1981-11-02,4.389,13.05,3.15,,,82.9,35.4,6.4,0.9,,
1981-11-03,7.422,11.75,3.05,,,100.0,47.5,3.0,2.7,,
1981-11-04,13.038,17.95,-1.05,,,100.0,38.9,2.6,0.0,,
1981-11-05,12.891,17.95,4.85,,,71.2,33.0,3.4,0.0,,
1981-11-06,10.817,16.95,0.55,,,95.6,34.7,4.1,0.6,,
1981-11-07,10.748,20.85,4.15,,,97.2,37.7,4.4,2.8,,
1981-11-08,10.748,13.65,0.15,,,100.0,25.0,7.9,2.3,,
1981-11-09,12.649,11.35,-5.15,,,80.2,26.2,2.8,0.0,,
1981-11-10,12.528,17.35,-2.75,,,83.7,27.7,2.4,0.0,,
1981-11-11,12.303,16.35,2.75,,,56.6,24.4,1.7,0.0,,
1981-11-12,12.174,18.45,0.25,,,74.2,25.3,4.0,0.0,,
1981-11-13,12.148,20.85,0.25,,,75.3,21.8,3.6,0.0,,
1981-11-14,11.578,24.55,3.15,,,71.3,17.8,4.2,0.0,,
1981-11-15,11.776,20.45,6.85,,,41.1,16.5,4.1,0.0,,
1981-11-16,11.5,24.55,4.05,,,64.1,20.5,3.4,0.0,,
1981-11-17,11.586,23.25,4.95,,,64.1,18.4,4.7,0.0,,
1981-11-18,11.465,22.35,6.35,,,43.3,10.2,4.7,0.0,,
1981-11-19,11.629,10.05,-2.05,,,62.2,11.0,6.2,0.0,,
1981-11-20,11.543,13.15,-6.45,,,84.5,26.2,4.1,0.0,,
1981-11-21,11.379,16.35,-1.15,,,58.1,17.5,3.0,0.0,,
1981-11-22,11.085,20.65,0.45,,,55.3,18.2,3.9,0.0,,
1981-11-23,11.042,17.25,3.55,,,54.7,17.1,3.6,0.0,,
1981-11-24,11.284,23.55,0.95,,,66.7,15.0,5.5,0.0,,
1981-11-25,11.042,21.75,4.45,,,35.7,9.5,6.9,0.0,,
1981-11-26,10.999,11.65,-3.65,,,97.0,10.9,3.8,0.0,,
1981-11-27,9.582,12.65,-6.75,,,94.3,37.5,5.4,0.0,,
1981-11-28,7.94,12.45,-0.45,,,88.8,30.1,3.7,0.0,,
1981-11-29,8.268,14.35,-1.35,,,100.0,36.3,5.8,0.0,,
1981-11-30,10.74,12.65,-0.25,,,100.0,14.5,6.5,0.0,,
1981-12-01,10.912,8.45,-3.75,,,59.5,15.1,4.9,0.0,,
1981-12-02,10.48,13.05,-5.75,,,72.2,17.2,4.0,0.0,,
1981-12-03,10.463,15.55,-0.85,,,60.4,19.4,4.2,0.0,,
1981-12-04,10.489,12.45,-6.35,,,71.6,21.5,5.3,0.0,,
1981-12-05,9.746,19.05,-4.05,,,89.5,22.0,2.8,0.0,,
1981-12-06,10.515,19.85,0.05,,,57.5,15.6,4.2,0.0,,
1981-12-07,10.299,20.85,0.95,,,52.1,16.2,3.8,0.0,,
1981-12-08,10.135,17.05,-0.85,,,82.9,15.9,2.0,0.0,,
1981-12-09,10.178,18.35,1.05,,,66.4,26.1,3.9,0.0,,
1981-12-10,10.048,22.85,0.05,,,82.4,12.6,3.6,0.0,,
1981-12-11,5.538,16.25,2.95,,,42.3,11.8,2.4,0.0,,
1981-12-12,10.031,9.85,-3.75,,,100.0,24.2,3.1,0.0,,
1981-12-13,9.132,11.95,-4.85,,,100.0,42.7,4.4,0.0,,
1981-12-14,10.022,8.25,-7.65,,,100.0,36.4,4.0,0.0,,
1981-12-15,9.78,10.55,-3.65,,,95.3,39.3,4.0,0.0,,
1981-12-16,9.426,12.95,-3.35,,,99.3,19.5,5.3,0.0,,
